16037.31459,1104358.981
20125.13526,1109359.616
24927.33237,1110073.993
26435.46038,1110867.744
27467.33745,1112613.998
28380.15177,1114399.939
33023.59856,1115590.566
35762.04153,1114955.565
37428.91987,1114439.627
38698.92241,1113010.874
39333.92368,1111542.433
39135.48578,1110193.056
33460.16193,1106105.235
27705.46292,1105906.797
25800.45911,1105906.797
23935.14288,1104081.168
22268.26455,1100509.286
22030.13907,1099358.346
22228.57697,1097572.405
19728.25947,1095191.151
17982.00597,1092770.208
15838.87669,1091778.019
14687.93689,1091341.455
12505.12002,1091023.955
11036.67958,1091341.455
9330.113671,1093087.709
8615.737242,1094635.524
8456.986925,1095707.089
8695.112401,1097373.967
9885.739782,1099596.472
11711.36843,1100628.349
16037.31459,1104358.981
